"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Bolivia (Plurinational State of)","Rural population (1000 inhab)",2002,3220.542,,2007,3296.72,,2012,3346.648,,2017,3417.155,,,,
"Bolivia (Plurinational State of)","Urban population (1000 inhab)",2002,5432.803,,2007,6144.724,,2012,6892.356,,2017,7634.445,,,,
"Bolivia (Plurinational State of)","Population density (inhab/km2)",2002,7.9582861512,,2007,8.7007218409,,2012,9.4464454113,,2017,10.1884751224,,,,
"Bolivia (Plurinational State of)","GDP per capita (current US$/inhab)",2002,913.575635,,2007,1389.626895,,2012,2645.227747,,2017,3393.959523,,,,
"Bolivia (Plurinational State of)","Human Development Index (HDI) [highest = 1] (-)",2002,0.625,,2007,0.638,,2012,0.663,,2017,0.7,,,,
"Bolivia (Plurinational State of)","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5624,,2007,0.5164,,2012,0.474,,2017,0.4443,,,,
"Bolivia (Plurinational State of)","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,228.5755981305,,2007,216.9546172495,,2012,201.2011167047,,2017,186.5475787902,,,,
"Bolivia (Plurinational State of)","Total population with access to safe drinking-water (JMP) (%)",2002,80.3,,2007,84.6,,2012,88.5,,2017,90.0,,,,
"Bolivia (Plurinational State of)","Rural population with access to safe drinking-water (JMP) (%)",2002,58.0,,2007,65.3,,2012,72.7,,2017,75.6,,,,
"Bolivia (Plurinational State of)","Urban population with access to safe drinking-water (JMP) (%)",2002,93.6,,2007,94.9,,2012,96.2,,2017,96.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Bosnia and Herzegovina","Rural population (1000 inhab)",2002,2151.678,,2007,2090.767,,2012,1962.769,,2017,1828.006,,,,
"Bosnia and Herzegovina","Urban population (1000 inhab)",2002,1624.129,,2007,1683.233,,2012,1685.431,,2017,1679.011,,,,
"Bosnia and Herzegovina","Population density (inhab/km2)",2002,73.4111892209,,2007,73.477562976,,2012,70.3958601836,,2017,65.4466900996,,,,
"Bosnia and Herzegovina","GDP per capita (current US$/inhab)",2002,1826.466825,,2007,4180.905442,,2012,4721.98242,,2017,5155.552675,,,,
"Bosnia and Herzegovina","Human Development Index (HDI) [highest = 1] (-)",2002,0.681,,2007,0.713,,2012,0.741,,2017,0.767,,,,
"Bosnia and Herzegovina","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.2007,,,,
"Bosnia and Herzegovina","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Bosnia and Herzegovina","Total population with access to safe drinking-water (JMP) (%)",2002,97.8,,2007,98.7,,2012,99.5,,2017,99.9,,,,
"Bosnia and Herzegovina","Rural population with access to safe drinking-water (JMP) (%)",2002,96.8,,2007,98.1,,2012,99.5,,2017,100.0,,,,
"Bosnia and Herzegovina","Urban population with access to safe drinking-water (JMP) (%)",2002,99.4,,2007,99.5,,2012,99.6,,2017,99.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Botswana","Rural population (1000 inhab)",2002,808.627,,2007,805.426,,2012,736.104,,2017,717.29,,,,
"Botswana","Urban population (1000 inhab)",2002,971.326,,2007,1108.988,,2012,1353.211,,2017,1574.371,,,,
"Botswana","Population density (inhab/km2)",2002,2.9302975607,,2007,3.2239337837,,2012,3.5060182559,,2017,3.7905557561,,,,
"Botswana","GDP per capita (current US$/inhab)",2002,3055.615173,,2007,5714.033395,,2012,6901.907802,,2017,7595.147598,,,,
"Botswana","Human Development Index (HDI) [highest = 1] (-)",2002,0.576,,2007,0.625,,2012,0.687,,2017,0.724,,,,
"Botswana","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5314,,2007,0.5198,,2012,0.4896666667,,2017,0.4801,,,,
"Botswana","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,116.1790196203,,2007,107.603557639,,2012,95.2658323674,,2017,87.5251691549,,,,
"Botswana","Total population with access to safe drinking-water (JMP) (%)",2002,95.0,,2007,95.5,,2012,96.1,,2017,96.2,,,,
"Botswana","Rural population with access to safe drinking-water (JMP) (%)",2002,89.7,,2007,90.9,,2012,92.0,,2017,92.3,,,,
"Botswana","Urban population with access to safe drinking-water (JMP) (%)",2002,99.4,,2007,99.3,,2012,99.2,,2017,99.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Brazil","Rural population (1000 inhab)",2002,32643.261,,2007,31618.718,,2012,30238.865,,2017,28654.406,,,,
"Brazil","Urban population (1000 inhab)",2002,147507.76,,2007,159407.919,,2012,170322.118,,2017,180633.872,,,,
"Brazil","Population density (inhab/km2)",2002,21.0829461106,,2007,22.3268645114,,2012,23.4021467231,,2017,24.4057581405,,,,
"Brazil","GDP per capita (current US$/inhab)",2002,2842.227202,,2007,7313.714303,,2012,12291.664395,,2017,9812.31098,,,,
"Brazil","Human Development Index (HDI) [highest = 1] (-)",2002,0.698,,2007,0.705,,2012,0.734,,2017,0.76,,,,
"Brazil","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.4982,,2007,0.4622,,2012,0.4426666667,,2017,0.4569,,,,
"Brazil","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,316.3127127967,,2007,327.4593958633,,2012,350.9004354563,,2017,316.0265208613,,,,
"Brazil","Total population with access to safe drinking-water (JMP) (%)",2002,94.2,,2007,95.9,,2012,97.5,,2017,98.1,,,,
"Brazil","Rural population with access to safe drinking-water (JMP) (%)",2002,77.3,,2007,81.3,,2012,85.4,,2017,87.0,,,,
"Brazil","Urban population with access to safe drinking-water (JMP) (%)",2002,97.9,,2007,98.8,,2012,99.6,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Brunei Darussalam","Rural population (1000 inhab)",2002,96.965,,2007,97.871,,2012,97.314,,2017,97.263,,,,
"Brunei Darussalam","Urban population (1000 inhab)",2002,249.902,,2007,276.993,,2012,302.434,,2017,331.434,,,,
"Brunei Darussalam","Population density (inhab/km2)",2002,60.1008665511,,2007,64.9852686308,,2012,69.1488734835,,2017,73.5655112652,,,,
"Brunei Darussalam","GDP per capita (current US$/inhab)",2002,18666.327423,,2007,36201.539831,,2012,47651.127932,,2017,28290.766219,,,,
"Brunei Darussalam","Human Development Index (HDI) [highest = 1] (-)",2002,0.809,,2007,0.827,,2012,0.843,,2017,0.843,,,,
"Brunei Darussalam","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Brunei Darussalam","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,265.2963533286,,2007,245.3562332484,,2012,230.582798022,,2017,216.7393450231,,,,
"Brunei Darussalam","Total population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Brunei Darussalam","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Brunei Darussalam","Urban population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Bulgaria","Rural population (1000 inhab)",2002,2397.299,,2007,2173.353,,2012,1975.613,,2017,1794.614,,,,
"Bulgaria","Urban population (1000 inhab)",2002,5468.787,,2007,5393.596,,2012,5334.77,,2017,5289.957,,,,
"Bulgaria","Population density (inhab/km2)",2002,70.8734030093,,2007,68.2583063063,,2012,66.0720990991,,2017,63.985981982,,,,
"Bulgaria","GDP per capita (current US$/inhab)",2002,2085.285881,,2007,5868.092253,,2012,7388.398564,,2017,8321.113046,,,,
"Bulgaria","Human Development Index (HDI) [highest = 1] (-)",2002,0.729,,2007,0.764,,2012,0.786,,2017,0.813,,,,
"Bulgaria","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.2252,,2012,0.2146666667,,2017,0.2116,,,,
"Bulgaria","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,837.6302830362,,2007,818.5651959066,,2012,779.2470223969,,2017,796.6975874783,,,,
"Bulgaria","Total population with access to safe drinking-water (JMP) (%)",2002,99.7,,2007,99.6,,2012,99.5,,2017,99.4,,,,
"Bulgaria","Rural population with access to safe drinking-water (JMP) (%)",2002,99.4,,2007,99.2,,2012,99.0,,2017,99.0,,,,
"Bulgaria","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.7,,2012,99.6,,2017,99.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Burkina Faso","Rural population (1000 inhab)",2002,9925.754,,2007,10974.579,,2012,12301.228,,2017,13676.652,,,,
"Burkina Faso","Urban population (1000 inhab)",2002,2367.346,,2007,3277.442,,2012,4269.988,,2017,5516.73,,,,
"Burkina Faso","Population density (inhab/km2)",2002,44.8293341113,,2007,51.9729450806,,2012,60.4305047043,,2017,69.9921012326,,,,
"Burkina Faso","GDP per capita (current US$/inhab)",2002,293.283995,,2007,534.351684,,2012,758.044678,,2017,738.274757,,,,
"Burkina Faso","Human Development Index (HDI) [highest = 1] (-)",2002,0.296,,2007,0.344,,2012,0.394,,2017,0.429,,,,
"Burkina Faso","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.6313,,,,
"Burkina Faso","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,61.5483482604,,2007,57.3953686989,,2012,49.3625919537,,2017,42.6191854901,,,,
"Burkina Faso","Total population with access to safe drinking-water (JMP) (%)",2002,63.6,,2007,72.8,,2012,81.7,,2017,82.3,,,,
"Burkina Faso","Rural population with access to safe drinking-water (JMP) (%)",2002,58.1,,2007,67.0,,2012,75.8,,2017,75.8,,,,
"Burkina Faso","Urban population with access to safe drinking-water (JMP) (%)",2002,86.8,,2007,92.1,,2012,97.5,,2017,97.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Burundi","Rural population (1000 inhab)",2002,6156.269,,2007,7156.384,,2012,8276.416,,2017,9483.827,,,,
"Burundi","Urban population (1000 inhab)",2002,585.3,,2007,783.189,,2012,1043.294,,2017,1380.418,,,,
"Burundi","Population density (inhab/km2)",2002,240.8951850521,,2007,282.5085878548,,2012,332.2309737693,,2017,389.0412863816,,,,
"Burundi","GDP per capita (current US$/inhab)",2002,93.168453,,2007,170.815038,,2012,249.72898,,2017,296.110481,,,,
"Burundi","Human Development Index (HDI) [highest = 1] (-)",2002,0.304,,2007,0.363,,2012,0.416,,2017,0.421,,,,
"Burundi","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.571,,2007,0.5216,,2012,0.5026666667,,2017,0.4916,,,,
"Burundi","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,42.4873506756,,2007,35.6260971782,,2012,30.2942205852,,2017,25.8704635135,,,,
"Burundi","Total population with access to safe drinking-water (JMP) (%)",2002,72.4,,2007,73.8,,2012,75.3,,2017,75.9,,,,
"Burundi","Rural population with access to safe drinking-water (JMP) (%)",2002,70.4,,2007,71.8,,2012,73.2,,2017,73.8,,,,
"Burundi","Urban population with access to safe drinking-water (JMP) (%)",2002,93.5,,2007,92.5,,2012,91.5,,2017,91.1,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Cabo Verde","Rural population (1000 inhab)",2002,202.789,,2007,197.671,,2012,191.091,,2017,189.808,,,,
"Cabo Verde","Urban population (1000 inhab)",2002,249.317,,2007,288.767,,2012,322.888,,2017,356.58,,,,
"Cabo Verde","Population density (inhab/km2)",2002,109.9133995037,,2007,117.8808933002,,2012,125.3684863524,,2017,133.3741935484,,,,
"Cabo Verde","GDP per capita (current US$/inhab)",2002,1562.052203,,2007,3112.292734,,2012,3408.481356,,2017,3239.065521,,,,
"Cabo Verde","Human Development Index (HDI) [highest = 1] (-)",2002,0.576,,2007,0.615,,2012,0.634,,2017,0.647,,,,
"Cabo Verde","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Cabo Verde","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,55.3108583116,,2007,56.8349261146,,2012,53.4404781933,,2017,50.2327450521,,,,
"Cabo Verde","Total population with access to safe drinking-water (JMP) (%)",2002,83.7,,2007,86.9,,2012,90.3,,2017,91.7,,,,
"Cabo Verde","Rural population with access to safe drinking-water (JMP) (%)",2002,81.7,,2007,84.0,,2012,86.4,,2017,87.3,,,,
"Cabo Verde","Urban population with access to safe drinking-water (JMP) (%)",2002,85.3,,2007,89.0,,2012,92.6,,2017,94.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Cambodia","Rural population (1000 inhab)",2002,10256.921,,2007,11021.653,,2012,11668.224,,2017,12327.338,,,,
"Cambodia","Urban population (1000 inhab)",2002,2377.808,,2007,2655.04,,2012,3108.642,,2017,3678.035,,,,
"Cambodia","Population density (inhab/km2)",2002,69.8062693327,,2007,75.5632015024,,2012,81.6419244366,,2017,88.4302308882,,,,
"Cambodia","GDP per capita (current US$/inhab)",2002,339.493035,,2007,631.676141,,2012,951.111743,,2017,1385.609732,,,,
"Cambodia","Human Development Index (HDI) [highest = 1] (-)",2002,0.453,,2007,0.516,,2012,0.548,,2017,0.578,,,,
"Cambodia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5802,,2007,0.5288,,2012,0.5013333333,,2017,0.4775,,,,
"Cambodia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,159.649566278,,2012,147.76271419,,2017,136.4197766451,,,,
"Cambodia","Total population with access to safe drinking-water (JMP) (%)",2002,46.1,,2007,57.4,,2012,68.8,,2017,75.5,,,,
"Cambodia","Rural population with access to safe drinking-water (JMP) (%)",2002,42.2,,2007,52.6,,2012,62.9,,2017,69.1,,,,
"Cambodia","Urban population with access to safe drinking-water (JMP) (%)",2002,62.9,,2007,77.4,,2012,91.9,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Cameroon","Rural population (1000 inhab)",2002,8567.125,,2007,9244.465,,2012,9957.503,,2017,10637.19,,,,
"Cameroon","Urban population (1000 inhab)",2002,7517.761,,2007,9150.924,,2012,11124.88,,2017,13416.537,,,,
"Cameroon","Population density (inhab/km2)",2002,34.4051867744,,2007,39.3956797914,,2012,45.1902763756,,2017,51.6701855124,,,,
"Cameroon","GDP per capita (current US$/inhab)",2002,731.699952,,2007,1215.808257,,2012,1380.509379,,2017,1455.460927,,,,
"Cameroon","Human Development Index (HDI) [highest = 1] (-)",2002,0.457,,2007,0.481,,2012,0.524,,2017,0.56,,,,
"Cameroon","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.6536,,2012,0.6263333333,,2017,0.5873,,,,
"Cameroon","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,62.0628867239,,2007,58.1091090887,,2012,50.6579741977,,2017,44.3050055253,,,,
"Cameroon","Total population with access to safe drinking-water (JMP) (%)",2002,63.8,,2007,69.0,,2012,74.1,,2017,75.6,,,,
"Cameroon","Rural population with access to safe drinking-water (JMP) (%)",2002,43.5,,2007,47.7,,2012,51.9,,2017,52.7,,,,
"Cameroon","Urban population with access to safe drinking-water (JMP) (%)",2002,86.9,,2007,90.5,,2012,94.1,,2017,94.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Canada","Rural population (1000 inhab)",2002,6299.155,,2007,6473.183,,2012,6583.389,,2017,6830.253,,,,
"Canada","Urban population (1000 inhab)",2002,25021.734,,2007,26546.749,,2012,28317.316,,2017,29793.946,,,,
"Canada","Population density (inhab/km2)",2002,3.1226132661,,2007,3.2981354416,,2012,3.4975647668,,2017,3.7179174574,,,,
"Canada","GDP per capita (current US$/inhab)",2002,24285.404157,,2007,44482.932593,,2012,52396.830577,,2017,45057.287226,,,,
"Canada","Human Development Index (HDI) [highest = 1] (-)",2002,0.877,,2007,0.891,,2012,0.906,,2017,0.921,,,,
"Canada","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.1402,,2012,0.137,,2017,0.1292,,,,
"Canada","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1307.4661603029,,2007,1254.7526184762,,2012,1104.4188554534,,2017,969.0980054364,,,,
"Canada","Total population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.8,,2012,99.8,,2017,99.8,,,,
"Canada","Rural population with access to safe drinking-water (JMP) (%)",2002,99.0,,2007,99.0,,2012,99.0,,2017,99.0,,,,
"Canada","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Central African Republic","Rural population (1000 inhab)",2002,2430.45,,2007,2636.499,,2012,2721.724,,2017,2749.797,,,,
"Central African Republic","Urban population (1000 inhab)",2002,1477.162,,2007,1639.301,,2012,1768.692,,2017,1909.283,,,,
"Central African Republic","Population density (inhab/km2)",2002,6.1031301165,,2007,6.7385951395,,2012,7.1212815821,,2017,7.377480818,,,,
"Central African Republic","GDP per capita (current US$/inhab)",2002,265.450795,,2007,410.432816,,2012,498.116431,,2017,428.701433,,,,
"Central African Republic","Human Development Index (HDI) [highest = 1] (-)",2002,0.314,,2007,0.334,,2012,0.37,,2017,0.376,,,,
"Central African Republic","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.675,,2012,0.6575,,2017,0.6549,,,,
"Central African Republic","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,18.0740890365,,2007,17.2700874938,,2012,16.3420202253,,2017,15.7745076559,,,,
"Central African Republic","Total population with access to safe drinking-water (JMP) (%)",2002,63.4,,2007,65.7,,2012,68.2,,2017,68.5,,,,
"Central African Republic","Rural population with access to safe drinking-water (JMP) (%)",2002,50.4,,2007,52.4,,2012,54.4,,2017,54.4,,,,
"Central African Republic","Urban population with access to safe drinking-water (JMP) (%)",2002,84.8,,2007,87.2,,2012,89.6,,2017,89.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Chad","Rural population (1000 inhab)",2002,7048.105,,2007,8419.328,,2012,9891.998,,2017,11494.121,,,,
"Chad","Urban population (1000 inhab)",2002,1953.584,,2007,2356.38,,2012,2813.137,,2017,3405.873,,,,
"Chad","Population density (inhab/km2)",2002,7.0243247664,,2007,8.4252523364,,2012,9.956970405,,2017,11.6952904984,,,,
"Chad","GDP per capita (current US$/inhab)",2002,251.116021,,2007,779.290853,,2012,1102.218856,,2017,697.585531,,,,
"Chad","Human Development Index (HDI) [highest = 1] (-)",2002,0.311,,2007,0.345,,2012,0.393,,2017,0.401,,,,
"Chad","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.7065,,,,
"Chad","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,95.5025776582,,2007,81.3087491764,,2012,68.8007196073,,2017,58.5745800041,,,,
"Chad","Total population with access to safe drinking-water (JMP) (%)",2002,45.7,,2007,48.2,,2012,50.7,,2017,50.8,,,,
"Chad","Rural population with access to safe drinking-water (JMP) (%)",2002,41.3,,2007,43.0,,2012,44.8,,2017,44.8,,,,
"Chad","Urban population with access to safe drinking-water (JMP) (%)",2002,61.6,,2007,66.7,,2012,71.8,,2017,71.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Chile","Rural population (1000 inhab)",2002,2092.618,,2007,2160.337,,2012,2217.485,,2017,2258.558,,,,
"Chile","Urban population (1000 inhab)",2002,13531.017,,2007,14331.35,,2012,15092.261,,2017,15796.168,,,,
"Chile","Population density (inhab/km2)",2002,20.7438288586,,2007,21.8624454437,,2012,23.0132879249,,2017,24.4286955625,,,,
"Chile","GDP per capita (current US$/inhab)",2002,4486.664579,,2007,10526.878133,,2012,15431.902825,,2017,15383.587714,,,,
