

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Mongolia",496,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.4526967286,"E","","0"
"Mongolia",496,"SDG 6.4.2. Water Stress",4550,2002,3.7117361346,"E","","0"
"Mongolia",496,"SDG 6.4.1. Water Use Efficiency",4551,2002,6.3734751166,"I","","0"
"Morocco",504,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,51.0793103448,"E","","0"
"Morocco",504,"SDG 6.4.2. Water Stress",4550,2002,71.1035376566,"E","","0"
"Morocco",504,"SDG 6.4.1. Water Use Efficiency",4551,2002,2.8450803371,"I","","0"
"Mozambique",508,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.4376100546,"E","","0"
"Mozambique",508,"SDG 6.4.2. Water Stress",4550,2002,1.1296687617,"E","","0"
"Mozambique",508,"SDG 6.4.1. Water Use Efficiency",4551,2002,3.400082104,"I","","0"
"Myanmar",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.8456071245,"I","","0"
"Myanmar",104,"SDG 6.4.2. Water Stress",4550,2002,5.8015013966,"E","","0"
"Myanmar",104,"SDG 6.4.1. Water Use Efficiency",4551,2002,0.3324783023,"I","","0"
"Namibia",516,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.7063392633,"E","","0"
"Namibia",516,"SDG 6.4.2. Water Stress",4550,2002,0.8615525672,"E","","0"
"Namibia",516,"SDG 6.4.1. Water Use Efficiency",4551,2002,17.1668836279,"I","","0"
"Nepal",524,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,4.53679353,"E","","0"
"Nepal",524,"SDG 6.4.2. Water Stress",4550,2002,8.3461753895,"E","","0"
"Netherlands",528,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,10.5204120879,"I","","0"
"Netherlands",528,"SDG 6.4.2. Water Stress",4550,2002,18.1765236377,"E","","0"
"New Zealand",554,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.1919615553,"I","","0"
"New Zealand",554,"SDG 6.4.2. Water Stress",4550,2002,3.1766212598,"E","","0"
"New Zealand",554,"SDG 6.4.1. Water Use Efficiency",4551,2002,35.9221704787,"I","","0"
"Nicaragua",558,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.8848945851,"E","","0"
"Nicaragua",558,"SDG 6.4.2. Water Stress",4550,2002,2.5398265377,"E","","0"
"Nicaragua",558,"SDG 6.4.1. Water Use Efficiency",4551,2002,3.9675023291,"I","","0"
"Niger",562,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.6380582189,"E","","0"
"Niger",562,"SDG 6.4.2. Water Stress",4550,2002,3.8321622164,"E","","0"
"Niger",562,"SDG 6.4.1. Water Use Efficiency",4551,2002,3.0023439776,"I","","0"
"Nigeria",566,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,3.777148847,"E","","0"
"Nigeria",566,"SDG 6.4.2. Water Stress",4550,2002,8.38,"E","","0"
"Nigeria",566,"SDG 6.4.1. Water Use Efficiency",4551,2002,12.7138555054,"I","","0"
"North Macedonia",807,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,9.89375,"E","","0"
"North Macedonia",807,"SDG 6.4.2. Water Stress",4550,2002,15.3242981607,"E","","0"
"Norway",578,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.6498836787,"E","","0"
"Norway",578,"SDG 6.4.2. Water Stress",4550,2002,1.9422379142,"E","","0"
"Oman",512,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,89.75,"E","","0"
"Oman",512,"SDG 6.4.2. Water Stress",4550,2002,89.75,"E","","0"
"Oman",512,"SDG 6.4.1. Water Use Efficiency",4551,2002,29.1875246498,"E","","0"
"Pakistan",586,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,70.9527957861,"E","","0"
"Pakistan",586,"SDG 6.4.2. Water Stress",4550,2002,107.4237776824,"E","","0"
"Pakistan",586,"SDG 6.4.1. Water Use Efficiency",4551,2002,0.7753550326,"I","","0"
"Palestine",275,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,38.6658701712,"E","","0"
"Palestine",275,"SDG 6.4.2. Water Stress",4550,2002,46.1607949413,"E","","0"
"Palestine",275,"SDG 6.4.1. Water Use Efficiency",4551,2002,15.9163565446,"I","","0"
"Papua New Guinea",598,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.0399101124,"E","","0"
"Papua New Guinea",598,"SDG 6.4.2. Water Stress",4550,2002,0.1078178752,"E","","0"
"Paraguay",600,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.2124892841,"E","","0"
"Paraguay",600,"SDG 6.4.2. Water Stress",4550,2002,0.626735907,"E","","0"
"Peru",604,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.8258458347,"I","","0"
"Poland",616,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,19.3702479339,"E","","0"
"Poland",616,"SDG 6.4.2. Water Stress",4550,2002,40.5642090689,"E","","0"
"Portugal",620,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,14.5396456257,"E","","0"
"Portugal",620,"SDG 6.4.2. Water Stress",4550,2002,22.611383794,"E","","0"
"Portugal",620,"SDG 6.4.1. Water Use Efficiency",4551,2002,15.0434596322,"I","","0"
"Puerto Rico",630,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,12.861971831,"I","","0"
"Puerto Rico",630,"SDG 6.4.2. Water Stress",4550,2002,20.3884795713,"E","","0"
"Qatar",634,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,321.9655172414,"E","","0"
"Qatar",634,"SDG 6.4.2. Water Stress",4550,2002,321.9655172414,"E","","0"
"Qatar",634,"SDG 6.4.1. Water Use Efficiency",4551,2002,114.0065798619,"E","","0"
"Republic of Korea",410,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,41.8479196557,"E","","0"
"Republic of Korea",410,"SDG 6.4.2. Water Stress",4550,2002,85.137186223,"E","","0"
"Republic of Korea",410,"SDG 6.4.1. Water Use Efficiency",4551,2002,27.4441444013,"I","","0"
"Republic of Moldova",498,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,7.0578647107,"E","","0"
"Republic of Moldova",498,"SDG 6.4.2. Water Stress",4550,2002,12.8601128601,"E","","0"
"Republic of Moldova",498,"SDG 6.4.1. Water Use Efficiency",4551,2002,2.459744685,"E","","0"
"Romania",642,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,4.349794821,"E","","0"
"Romania",642,"SDG 6.4.2. Water Stress",4550,2002,8.6340230316,"E","","0"
"Russian Federation",643,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.4532640805,"E","","0"
"Russian Federation",643,"SDG 6.4.2. Water Stress",4550,2002,4.1824462329,"E","","0"
"Russian Federation",643,"SDG 6.4.1. Water Use Efficiency",4551,2002,10.9829287513,"I","","0"
"Rwanda",646,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.2297744361,"E","","0"
"Rwanda",646,"SDG 6.4.2. Water Stress",4550,2002,5.4158940397,"E","","0"
"Saint Vincent and the Grenadines",670,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,9.4174444444,"E","","0"
"Saint Vincent and the Grenadines",670,"SDG 6.4.2. Water Stress",4550,2002,9.4174444444,"E","","0"
"Sao Tome and Principe",678,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.929597128,"I","","0"
"Sao Tome and Principe",678,"SDG 6.4.2. Water Stress",4550,2002,0.929597128,"I","","0"
"Saudi Arabia",682,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,847.7802083333,"E","","0"
"Saudi Arabia",682,"SDG 6.4.2. Water Stress",4550,2002,847.7802083333,"E","","0"
"Saudi Arabia",682,"SDG 6.4.1. Water Use Efficiency",4551,2002,16.330225174,"E","","0"
"Senegal",686,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,5.699127534,"E","","0"
"Senegal",686,"SDG 6.4.2. Water Stress",4550,2002,11.8072833599,"E","","0"
"Senegal",686,"SDG 6.4.1. Water Use Efficiency",4551,2002,3.7250335209,"E","","0"
"Sierra Leone",694,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.1238875,"I","","0"
"Sierra Leone",694,"SDG 6.4.2. Water Stress",4550,2002,0.4631308411,"E","","0"
"Sierra Leone",694,"SDG 6.4.1. Water Use Efficiency",4551,2002,5.4527839201,"I","","0"
"Singapore",702,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,338.24525,"E","","0"
"Singapore",702,"SDG 6.4.2. Water Stress",4550,2002,338.24525,"E","","0"
"Slovakia",703,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.1844311377,"E","","0"
"Slovakia",703,"SDG 6.4.2. Water Stress",4550,2002,4.7091222031,"E","","0"
"Slovakia",703,"SDG 6.4.1. Water Use Efficiency",4551,2002,41.4809849307,"I","","0"
"Slovenia",705,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.8214621901,"E","","0"
"Slovenia",705,"SDG 6.4.2. Water Stress",4550,2002,6.0797836376,"E","","0"
"Somalia",706,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,22.4170068027,"I","","0"
"Somalia",706,"SDG 6.4.2. Water Stress",4550,2002,24.5076602707,"E","","0"
"Somalia",706,"SDG 6.4.1. Water Use Efficiency",4551,2002,0.1307827073,"I","","0"
"South Africa",710,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,24.9288193144,"E","","0"
"South Africa",710,"SDG 6.4.2. Water Stress",4550,2002,40.9892690296,"E","","0"
"South Africa",710,"SDG 6.4.1. Water Use Efficiency",4551,2002,14.462020449,"I","","0"
"Spain",724,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,31.8448430493,"E","","0"
"Spain",724,"SDG 6.4.2. Water Stress",4550,2002,48.4076346285,"E","","0"
"Spain",724,"SDG 6.4.1. Water Use Efficiency",4551,2002,25.5856063909,"E","","0"
"Sri Lanka",144,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,24.5923484848,"I","","0"
"Sri Lanka",144,"SDG 6.4.2. Water Stress",4550,2002,91.0572230014,"E","","0"
"Suriname",740,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.6585521886,"I","","0"
"Suriname",740,"SDG 6.4.2. Water Stress",4550,2002,4.1819542442,"E","","0"
"Suriname",740,"SDG 6.4.1. Water Use Efficiency",4551,2002,4.1395536848,"I","","0"
"Sweden",752,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.5379310345,"E","","0"
"Sweden",752,"SDG 6.4.2. Water Stress",4550,2002,3.8614718615,"E","","0"
"Switzerland",756,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,4.7065420561,"E","","0"
"Switzerland",756,"SDG 6.4.2. Water Stress",4550,2002,9.6033562166,"E","","0"
"Syrian Arab Republic",760,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,97.363409118,"E","","0"
"Syrian Arab Republic",760,"SDG 6.4.2. Water Stress",4550,2002,145.6852791878,"E","","0"
"Syrian Arab Republic",760,"SDG 6.4.1. Water Use Efficiency",4551,2002,1.50642606,"I","","0"
"Tajikistan",762,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,52.5099650084,"I","","0"
"Tajikistan",762,"SDG 6.4.2. Water Stress",4550,2002,75.900074768,"E","","0"
"Tajikistan",762,"SDG 6.4.1. Water Use Efficiency",4551,2002,0.2446835149,"I","","0"
"Togo",768,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.1496598639,"E","","0"
"Togo",768,"SDG 6.4.2. Water Stress",4550,2002,2.5703422053,"E","","0"
"Togo",768,"SDG 6.4.1. Water Use Efficiency",4551,2002,9.733966867,"I","","0"
"Trinidad and Tobago",780,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,8.5,"E","","0"
"Trinidad and Tobago",780,"SDG 6.4.2. Water Stress",4550,2002,19.7339782346,"E","","0"
"Trinidad and Tobago",780,"SDG 6.4.1. Water Use Efficiency",4551,2002,46.2674612978,"E","","0"
"Tunisia",788,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,61.1917659805,"I","","0"
"Tunisia",788,"SDG 6.4.2. Water Stress",4550,2002,71.7060660691,"E","","0"
"Tunisia",788,"SDG 6.4.1. Water Use Efficiency",4551,2002,7.953109368,"I","","0"
"Turkey",792,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,18.8460932577,"I","","0"
"Turkey",792,"SDG 6.4.2. Water Stress",4550,2002,29.6206888014,"E","","0"
"Turkmenistan",795,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,104.9964331382,"E","","0"
"Turkmenistan",795,"SDG 6.4.2. Water Stress",4550,2002,133.9637643826,"E","","0"
"Turkmenistan",795,"SDG 6.4.1. Water Use Efficiency",4551,2002,0.3972737571,"E","","0"
"Uganda",800,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.6015806988,"E","","0"
"Uganda",800,"SDG 6.4.2. Water Stress",4550,2002,3.3078682525,"E","","0"
"Ukraine",804,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,9.7001369238,"E","","0"
"Ukraine",804,"SDG 6.4.2. Water Stress",4550,2002,22.029541332,"E","","0"
"Ukraine",804,"SDG 6.4.1. Water Use Efficiency",4551,2002,3.6367954607,"I","","0"
"United Arab Emirates",784,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1499.9911111111,"E","","0"
"United Arab Emirates",784,"SDG 6.4.2. Water Stress",4550,2002,1499.9911111111,"E","","0"
"United Arab Emirates",784,"SDG 6.4.1. Water Use Efficiency",4551,2002,59.8917538657,"E","","0"
"United Kingdom",826,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,8.5996846011,"I","","0"
"United Kingdom",826,"SDG 6.4.2. Water Stress",4550,2002,21.5541966984,"E","","0"
"United Republic of Tanzania",834,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,5.384855095,"E","","0"
"United Republic of Tanzania",834,"SDG 6.4.2. Water Stress",4550,2002,12.9632408102,"E","","0"
"United Republic of Tanzania",834,"SDG 6.4.1. Water Use Efficiency",4551,2002,2.9201644321,"E","","0"
"United States of America",840,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,15.4969045292,"E","","0"
"United States of America",840,"SDG 6.4.2. Water Stress",4550,2002,30.1394169835,"E","","0"
"United States of America",840,"SDG 6.4.1. Water Use Efficiency",4551,2002,25.026274947,"I","","0"
"Uruguay",858,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.1254355401,"I","","0"
"Uruguay",858,"SDG 6.4.2. Water Stress",4550,2002,9.7860962567,"E","","0"
"Uruguay",858,"SDG 6.4.1. Water Use Efficiency",4551,2002,7.0987813144,"I","","0"
"Uzbekistan",860,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,107.6222631471,"E","","0"
"Uzbekistan",860,"SDG 6.4.2. Water Stress",4550,2002,150.8316604531,"E","","0"
"Uzbekistan",860,"SDG 6.4.1. Water Use Efficiency",4551,2002,0.4724070464,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.9832286792,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"SDG 6.4.2. Water Stress",4550,2002,4.3425933333,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"SDG 6.4.1. Water Use Efficiency",4551,2002,17.0311727578,"I","","0"
"Viet Nam",704,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,8.5848527349,"E","","0"
"Viet Nam",704,"SDG 6.4.2. Water Stress",4550,2002,16.8099751949,"E","","0"
"Viet Nam",704,"SDG 6.4.1. Water Use Efficiency",4551,2002,1.2253034898,"I","","0"
"Yemen",887,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,164.5904761905,"I","","0"
"Yemen",887,"SDG 6.4.2. Water Stress",4550,2002,164.5904761905,"I","","0"
"Zambia",894,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,1.5,"E","","0"
"Zambia",894,"SDG 6.4.2. Water Stress",4550,2002,2.8354978355,"E","","0"
"Zambia",894,"SDG 6.4.1. Water Use Efficiency",4551,2002,4.3554654905,"I","","0"
"Zimbabwe",716,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,21.025,"E","","0"
"Zimbabwe",716,"SDG 6.4.2. Water Stress",4550,2002,39.4761547127,"E","","0"
"Zimbabwe",716,"SDG 6.4.1. Water Use Efficiency",4551,2002,1.6419684771,"I","","0"
"Afghanistan",4,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,31.0454615031,"I","","0"
"Afghanistan",4,"SDG 6.4.2. Water Stress",4550,2007,54.7570194384,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.5477801323,"I","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.198807947,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2007,7.6204326923,"E","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.2875230119,"I","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,59.3709010911,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2007,97.464514286,"E","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2007,16.6730260145,"I","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4755390836,"I","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2007,1.8718832891,"E","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2007,108.3609599426,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.4230769231,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2007,9.4230769231,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2007,139.8095079857,"I","","0"
"Argentina",32,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,3.9972962991,"E","","0"
"Argentina",32,"SDG 6.4.2. Water Stress",4550,2007,9.7175421959,"E","","0"
"Argentina",32,"SDG 6.4.1. Water Use Efficiency",4551,2007,12.2915076474,"I","","0"
"Armenia",51,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,38.7694684001,"E","","0"
"Armenia",51,"SDG 6.4.2. Water Stress",4550,2007,60.7625579988,"E","","0"
"Armenia",51,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.5871338335,"E","","0"
"Australia",36,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,3.2849796748,"E","","0"
"Australia",36,"SDG 6.4.2. Water Stress",4550,2007,6.498632891,"E","","0"
"Australia",36,"SDG 6.4.1. Water Use Efficiency",4551,2007,56.133785729,"I","","0"
"Austria",40,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.5336229086,"I","","0"
"Austria",40,"SDG 6.4.2. Water Stress",4550,2007,9.7336971539,"E","","0"
"Austria",40,"SDG 6.4.1. Water Use Efficiency",4551,2007,93.7620087766,"I","","0"
"Azerbaijan",31,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,35.3857245854,"E","","0"
"Azerbaijan",31,"SDG 6.4.2. Water Stress",4550,2007,54.1841466107,"E","","0"
"Azerbaijan",31,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.8671520336,"E","","0"
"Bahrain",48,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,187.092476489,"I","","0"
"Bahrain",48,"SDG 6.4.2. Water Stress",4550,2007,187.092476489,"I","","0"
"Bahrain",48,"SDG 6.4.1. Water Use Efficiency",4551,2007,59.0914338533,"I","","0"
